message_id,agency_name,borrower_id,loan_id,send_timestamp,message_type,message_content,borrower_reply_text,reply_timestamp,opt_out_flag,dpd_at_send,delinquency_bucket_at_send
MSGA100943,Agency A,BOR201822,SL101676,2021-10-13 09:00:00,General Notice,Your account requires attention. Please contact our office at your earliest convenience. Reply STOP to stop these messages.,,,0,15.0,1-29 DPD
MSGA101956,Agency A,BOR201592,SL101960,2024-05-24 16:00:00,General Notice,Your account requires attention. Please contact our office at your earliest convenience. Reply STOP to stop these messages.,,,0,15.0,1-29 DPD
MSGA101744,Agency A,BOR200478,SL101541,2026-03-28 12:00:00,Payment Reminder,"Hi, this is a reminder that your student loan payment is past due. Call us or visit your account portal to make a payment. Reply STOP to opt out of text alerts.",,,0,135.0,120-149 DPD
MSGA100616,Agency A,BOR200557,SL101513,2021-01-24 12:00:00,Payment Reminder,Your loan payment is overdue. Please contact us today to avoid further action. Msg&data rates may apply. Reply STOP to unsubscribe.,,,0,15.0,1-29 DPD
MSGA101051,Agency A,BOR200615,SL100433,2026-05-26 15:00:00,Hardship Program Info,You may qualify for a temporary hardship repayment plan. Call us to discuss your options. Reply STOP to unsubscribe from texts.,,,0,15.0,1-29 DPD
MSGA101129,Agency A,BOR200471,SL101249,2025-01-27 08:00:00,Payment Reminder,Your loan payment is overdue. Please contact us today to avoid further action. Msg&data rates may apply. Reply STOP to unsubscribe.,nonstop calls today about this smh,2025-01-27 09:30:00,1,75.0,60-89 DPD
MSGA101124,Agency A,BOR201425,SL102005,2022-08-20 07:00:00,Payment Reminder,Your loan payment is overdue. Please contact us today to avoid further action. Msg&data rates may apply. Reply STOP to unsubscribe.,,,0,165.0,150-179 DPD
MSGA101593,Agency A,BOR200783,SL101294,2026-06-16 16:00:00,Payment Reminder,"Hi, this is a reminder that your student loan payment is past due. Call us or visit your account portal to make a payment. Reply STOP to opt out of text alerts.",,,0,15.0,1-29 DPD
MSGA100054,Agency A,BOR200338,SL101882,2023-05-06 15:00:00,Hardship Program Info,You may qualify for a temporary hardship repayment plan. Call us to discuss your options. Reply STOP to unsubscribe from texts.,,,0,45.0,30-59 DPD
MSGA102011,Agency A,BOR202278,SL100889,2021-11-08 08:00:00,General Notice,Your account requires attention. Please contact our office at your earliest convenience. Reply STOP to stop these messages.,,,0,15.0,1-29 DPD
MSGA100775,Agency A,BOR200619,SL101634,2025-04-06 12:00:00,Payment Reminder,Your loan payment is overdue. Please contact us today to avoid further action. Msg&data rates may apply. Reply STOP to unsubscribe.,,,0,165.0,150-179 DPD
MSGA100571,Agency A,BOR200597,SL101411,2024-07-15 09:00:00,Payment Reminder,Your loan payment is overdue. Please contact us today to avoid further action. Msg&data rates may apply. Reply STOP to unsubscribe.,,,0,15.0,1-29 DPD
MSGA100106,Agency A,BOR200908,SL101315,2026-08-13 05:00:00,Hardship Program Info,You may qualify for a temporary hardship repayment plan. Call us to discuss your options. Reply STOP to unsubscribe from texts.,,,0,15.0,1-29 DPD
MSGA101544,Agency A,BOR200287,SL100424,2023-11-06 09:00:00,General Notice,Your account requires attention. Please contact our office at your earliest convenience. Reply STOP to stop these messages.,,,0,135.0,120-149 DPD
MSGA101407,Agency A,BOR201174,SL101079,2025-01-05 06:00:00,Hardship Program Info,You may qualify for a temporary hardship repayment plan. Call us to discuss your options. Reply STOP to unsubscribe from texts.,,,0,15.0,1-29 DPD
MSGA101501,Agency A,BOR201198,SL101482,2025-07-16 07:00:00,Payment Reminder,"Hi, this is a reminder that your student loan payment is past due. Call us or visit your account portal to make a payment. Reply STOP to opt out of text alerts.",,,0,15.0,1-29 DPD
MSGA100498,Agency A,BOR201667,SL102297,2025-06-14 12:00:00,General Notice,Your account requires attention. Please contact our office at your earliest convenience. Reply STOP to stop these messages.,,,0,135.0,120-149 DPD
MSGA100093,Agency A,BOR202208,SL102327,2025-07-15 09:00:00,Settlement Offer,You may be eligible for a reduced settlement on your account. Contact us to learn more before this offer expires. Reply STOP to opt out.,,,0,75.0,60-89 DPD
MSGA100922,Agency A,BOR201264,SL101326,2022-07-19 05:00:00,Settlement Offer,You may be eligible for a reduced settlement on your account. Contact us to learn more before this offer expires. Reply STOP to opt out.,,,0,15.0,1-29 DPD
MSGA100130,Agency A,BOR200375,SL100117,2023-11-14 14:00:00,General Notice,Your account requires attention. Please contact our office at your earliest convenience. Reply STOP to stop these messages.,,,0,75.0,60-89 DPD
MSGA100221,Agency A,BOR201776,SL101300,2026-01-21 16:00:00,Payment Reminder,"Hi, this is a reminder that your student loan payment is past due. Call us or visit your account portal to make a payment. Reply STOP to opt out of text alerts.",who is this,2026-01-21 16:31:00,0,195.0,180+ DPD
MSGA101815,Agency A,BOR202208,SL102327,2025-12-22 12:00:00,Settlement Offer,You may be eligible for a reduced settlement on your account. Contact us to learn more before this offer expires. Reply STOP to opt out.,,,0,105.0,90-119 DPD
MSGA101862,Agency A,BOR200685,SL100347,2024-05-23 13:00:00,Hardship Program Info,You may qualify for a temporary hardship repayment plan. Call us to discuss your options. Reply STOP to unsubscribe from texts.,wrong number,2024-05-23 16:11:00,0,165.0,150-179 DPD
MSGA100842,AGENCY_A,BOR201403,SL100878,2025-03-20 12:00:00,Payment Reminder,Your loan payment is overdue. Please contact us today to avoid further action. Msg&data rates may apply. Reply STOP to unsubscribe.,,,0,45.0,30-59 DPD
MSGA101818,Agency A,BOR201555,SL100575,2026-07-17 15:00:00,Payment Reminder,"Hi, this is a reminder that your student loan payment is past due. Call us or visit your account portal to make a payment. Reply STOP to opt out of text alerts.",,,0,45.0,30-59 DPD
MSGA101317,Agency A,BOR202154,SL100221,2024-08-23 09:00:00,Hardship Program Info,You may qualify for a temporary hardship repayment plan. Call us to discuss your options. Reply STOP to unsubscribe from texts.,,,0,75.0,60-89 DPD
MSGA101211,Agency A,BOR201744,SL100785,2023-09-15 16:00:00,Payment Reminder,"Hi, this is a reminder that your student loan payment is past due. Call us or visit your account portal to make a payment. Reply STOP to opt out of text alerts.",,,0,135.0,120-149 DPD
MSGA100195,Agency A,BOR200945,SL101864,2026-04-20 09:00:00,Settlement Offer,You may be eligible for a reduced settlement on your account. Contact us to learn more before this offer expires. Reply STOP to opt out.,,,0,135.0,120-149 DPD
MSGA100172,Agency A,BOR200393,SL100800,2025-04-22 11:00:00,Payment Reminder,Your loan payment is overdue. Please contact us today to avoid further action. Msg&data rates may apply. Reply STOP to unsubscribe.,,,0,75.0,60-89 DPD
MSGA101400,Agency A,BOR200768,SL101796,2025-09-21 05:00:00,Payment Reminder,"Hi, this is a reminder that your student loan payment is past due. Call us or visit your account portal to make a payment. Reply STOP to opt out of text alerts.",,,0,45.0,30-59 DPD
MSGA100584,Agency A,BOR200448,SL102009,2025-02-04 14:00:00,Hardship Program Info,You may qualify for a temporary hardship repayment plan. Call us to discuss your options. Reply STOP to unsubscribe from texts.,,,0,45.0,30-59 DPD
MSGA100799,Agency A,BOR201871,SL100814,2026-03-17 11:00:00,General Notice,,,,0,105.0,90-119 DPD
MSGA101042,Agency A,BOR202306,SL100041,2025-05-25 14:00:00,Payment Reminder,"Hi, this is a reminder that your student loan payment is past due. Call us or visit your account portal to make a payment. Reply STOP to opt out of text alerts.",,,0,75.0,60-89 DPD
MSGA100017,Agency A,BOR200321,SL100096,2021-08-14 09:00:00,Settlement Offer,,,,0,45.0,30-59 DPD
MSGA101866,Agency A,BOR201089,SL100641,2026-06-17 07:00:00,General Notice,Your account requires attention. Please contact our office at your earliest convenience. Reply STOP to stop these messages.,,,0,15.0,1-29 DPD
MSGA101733,Agency A,BOR201749,SL102359,2021-06-19 12:00:00,Payment Reminder,"Hi, this is a reminder that your student loan payment is past due. Call us or visit your account portal to make a payment. Reply STOP to opt out of text alerts.",can u stop texting me at work im in a meeting,2021-06-19 14:22:00,1,15.0,1-29 DPD
MSGA100777,Agency A,BOR201873,SL101791,2021-12-15 14:00:00,General Notice,Your account requires attention. Please contact our office at your earliest convenience. Reply STOP to stop these messages.,can you call me instead,2021-12-15 22:40:00,0,15.0,1-29 DPD
MSGA101154,Agency A,BOR201985,SL101059,2024-05-13 13:00:00,Settlement Offer,You may be eligible for a reduced settlement on your account. Contact us to learn more before this offer expires. Reply STOP to opt out.,,,0,75.0,60-89 DPD
MSGA100167,Agency A,BOR202018,SL100214,2022-09-07 09:00:00,Hardship Program Info,You may qualify for a temporary hardship repayment plan. Call us to discuss your options. Reply STOP to unsubscribe from texts.,,,0,15.0,1-29 DPD
MSGA101017,Agency A,BOR201792,SL100339,2021-10-09 14:00:00,Payment Reminder,Your loan payment is overdue. Please contact us today to avoid further action. Msg&data rates may apply. Reply STOP to unsubscribe.,,,0,45.0,30-59 DPD
MSGA101813,Agency A,BOR200995,SL102294,2021-02-07 07:00:00,Payment Reminder,"Hi, this is a reminder that your student loan payment is past due. Call us or visit your account portal to make a payment. Reply STOP to opt out of text alerts.",wrong number,2021-02-07 08:19:00,0,15.0,1-29 DPD
MSGA101925,Agency A,BOR201525,SL100527,2023-04-09 16:00:00,Hardship Program Info,You may qualify for a temporary hardship repayment plan. Call us to discuss your options. Reply STOP to unsubscribe from texts.,,,0,135.0,120-149 DPD
MSGA100287,Agency A,BOR200375,SL100117,2023-10-28 09:00:00,Payment Reminder,Your loan payment is overdue. Please contact us today to avoid further action. Msg&data rates may apply. Reply STOP to unsubscribe.,,,0,75.0,60-89 DPD
MSGA101542,Agency A,BOR200707,SL101760,2022-03-15 16:00:00,Payment Reminder,"Hi, this is a reminder that your student loan payment is past due. Call us or visit your account portal to make a payment. Reply STOP to opt out of text alerts.",,,0,45.0,30-59 DPD
MSGA100095,Agency A,BOR202102,SL100961,2025-05-20 11:00:00,General Notice,Your account requires attention. Please contact our office at your earliest convenience. Reply STOP to stop these messages.,,,0,75.0,60-89 DPD
MSGA101730,Agency A,BOR201962,SL101131,2023-05-12 05:00:00,General Notice,Your account requires attention. Please contact our office at your earliest convenience. Reply STOP to stop these messages.,,,0,15.0,1-29 DPD
MSGA101086,Agency A,BOR201283,SL101957,2025-11-26 13:00:00,General Notice,Your account requires attention. Please contact our office at your earliest convenience. Reply STOP to stop these messages.,,,0,15.0,1-29 DPD
MSGA100066,Agency A,BOR201744,SL100785,2023-02-21 13:00:00,Payment Reminder,Your loan payment is overdue. Please contact us today to avoid further action. Msg&data rates may apply. Reply STOP to unsubscribe.,,,0,105.0,90-119 DPD
MSGA100163,Agency A,BOR200321,SL101563,2024-10-06 13:00:00,Settlement Offer,You may be eligible for a reduced settlement on your account. Contact us to learn more before this offer expires. Reply STOP to opt out.,,,0,15.0,1-29 DPD
MSGA100958,Agency A,BOR201441,SL100029,2025-04-18 15:00:00,Hardship Program Info,You may qualify for a temporary hardship repayment plan. Call us to discuss your options. Reply STOP to unsubscribe from texts.,,,0,15.0,1-29 DPD
MSGA102079,Agency A,BOR201333,SL101034,2025-01-07 12:00:00,Settlement Offer,You may be eligible for a reduced settlement on your account. Contact us to learn more before this offer expires. Reply STOP to opt out.,STOP please,2025-01-07 17:17:00,1,15.0,1-29 DPD
MSGA101402,Agency A,BOR200435,SL102361,2025-03-09 16:00:00,Hardship Program Info,You may qualify for a temporary hardship repayment plan. Call us to discuss your options. Reply STOP to unsubscribe from texts.,,,0,45.0,30-59 DPD
MSGA100056,Agency A,BOR200599,SL100033,2023-07-16 11:00:00,Payment Reminder,"Hi, this is a reminder that your student loan payment is past due. Call us or visit your account portal to make a payment. Reply STOP to opt out of text alerts.",,,0,15.0,1-29 DPD
MSGA101273,Agency A,BOR201043,SL102448,2023-05-19 06:00:00,Payment Reminder,"Hi, this is a reminder that your student loan payment is past due. Call us or visit your account portal to make a payment. Reply STOP to opt out of text alerts.",,,0,195.0,180+ DPD
MSGA101860,Agency A,BOR201450,SL101632,2024-01-08 09:00:00,Payment Reminder,"Hi, this is a reminder that your student loan payment is past due. Call us or visit your account portal to make a payment. Reply STOP to opt out of text alerts.",,,0,45.0,30-59 DPD
MSGA100860,Agency A,BOR200604,SL101259,2025-03-22 15:00:00,Settlement Offer,You may be eligible for a reduced settlement on your account. Contact us to learn more before this offer expires. Reply STOP to opt out.,,,0,15.0,1-29 DPD
MSGA101891,Agency A,BOR200568,SL100391,2024-04-07 11:00:00,General Notice,Your account requires attention. Please contact our office at your earliest convenience. Reply STOP to stop these messages.,,,0,135.0,120-149 DPD
MSGA100379,Agency A,BOR202213,SL102203,2023-10-26 09:00:00,Payment Reminder,Your loan payment is overdue. Please contact us today to avoid further action. Msg&data rates may apply. Reply STOP to unsubscribe.,,,0,15.0,1-29 DPD
MSGA100843,Agency A,BOR201986,SL101389,2023-05-17 12:00:00,Hardship Program Info,You may qualify for a temporary hardship repayment plan. Call us to discuss your options. Reply STOP to unsubscribe from texts.,ok will pay soon,2023-05-17 13:51:00,0,15.0,1-29 DPD
MSGA101134,Agency A,BOR200014,SL102162,2025-12-14 06:00:00,General Notice,Your account requires attention. Please contact our office at your earliest convenience. Reply STOP to stop these messages.,,,0,105.0,90-119 DPD
MSGA100388,Agency A,BOR200989,SL101267,2022-10-27 15:00:00,Settlement Offer,You may be eligible for a reduced settlement on your account. Contact us to learn more before this offer expires. Reply STOP to opt out.,,,0,15.0,1-29 DPD
MSGA100275,Agency A,BOR200897,SL101433,2022-09-12 07:00:00,Payment Reminder,Your loan payment is overdue. Please contact us today to avoid further action. Msg&data rates may apply. Reply STOP to unsubscribe.,,,0,75.0,60-89 DPD
MSGA100628,Agency A,BOR201522,SL100925,2021-06-05 15:00:00,Hardship Program Info,You may qualify for a temporary hardship repayment plan. Call us to discuss your options. Reply STOP to unsubscribe from texts.,,,0,15.0,1-29 DPD
MSGA101927,Agency A,BOR202002,SL101862,2022-01-06 13:00:00,Payment Reminder,"Hi, this is a reminder that your student loan payment is past due. Call us or visit your account portal to make a payment. Reply STOP to opt out of text alerts.",,,0,15.0,1-29 DPD
MSGA101718,Agency A,BOR201569,SL100045,2025-09-24 16:00:00,General Notice,Your account requires attention. Please contact our office at your earliest convenience. Reply STOP to stop these messages.,,,0,15.0,1-29 DPD
MSGA100347,Agency A,BOR202005,SL100058,2021-02-02 05:00:00,Payment Reminder,"Hi, this is a reminder that your student loan payment is past due. Call us or visit your account portal to make a payment. Reply STOP to opt out of text alerts.",,,0,15.0,1-29 DPD
